patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1602662A,1925-08-27,Means for driving dynamos from vehicle wheel axles,"['Means', 'for', 'driving', 'dynamos', 'from', 'vehicle', 'wheel', 'axles']","[('Means', 'NNS'), ('for', 'IN'), ('driving', 'VBG'), ('dynamos', 'NN'), ('from', 'IN'), ('vehicle', 'NN'), ('wheel', 'NN'), ('axles', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'dynamos'},1
US1602678A,1921-01-06,Sectional retort for retort kilns,"['Sectional', 'retort', 'for', 'retort', 'kilns']","[('Sectional', 'JJ'), ('retort', 'NN'), ('for', 'IN'), ('retort', 'NN'), ('kilns', 'NN')]","['ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'kilns'},1
US1602682A,1922-08-31,Apparatus for welding and annealing metal parts,"['Apparatus', 'for', 'welding', 'and', 'annealing', 'metal', 'parts']","[('Apparatus', 'NNP'), ('for', 'IN'), ('welding', 'VBG'), ('and', 'CC'), ('annealing', 'VBG'), ('metal', 'NN'), ('parts', 'NNS')]","['PROPN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'annealing'},1
US1602699A,1924-07-22,Method of manufacturing ketens,"['Method', 'of', 'manufacturing', 'ketens']","[('Method', 'NNP'), ('of', 'IN'), ('manufacturing', 'NN'), ('ketens', 'NNS')]","['PROPN', 'ADP', 'VERB', 'PROPN', 'SPACE']",[],1,0,5,0,0,{'ketens'},1
US1602702A,1925-08-15,Pasteboard berry box,"['Pasteboard', 'berry', 'box']","[('Pasteboard', 'NNP'), ('berry', 'NN'), ('box', 'NN')]","['PROPN', 'PROPN', 'PROPN', 'SPACE']",['ORG'],1,0,4,0,0,{'pasteboard'},1
US1602703A,1923-04-04,Process of decolorizing petroleum distillates,"['Process', 'of', 'decolorizing', 'petroleum', 'distillates']","[('Process', 'NN'), ('of', 'IN'), ('decolorizing', 'VBG'), ('petroleum', 'NN'), ('distillates', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'VERB', 'SPACE']",[],1,0,6,0,0,"{'distillates', 'decolorizing'}",1
US1602730A,1926-04-15,Clinker remover,"['Clinker', 'remover']","[('Clinker', 'NNP'), ('remover', 'NN')]","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'clinker'},1
US1602776A,1924-02-13,Alkyl arylsulphaminonaphthol sulphonic acid azo dyes,"['Alkyl-arylsulphaminonaphthol', 'sulphonic', 'acid', 'azo', 'dyes']","[('Alkyl-arylsulphaminonaphthol', 'NNP'), ('sulphonic', 'JJ'), ('acid', 'NN'), ('azo', 'JJ'), ('dyes', 'NNS')]","['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'SPACE']",[],1,0,8,0,0,"{'azo', 'arylsulphaminonaphthol', 'sulphonic', 'alkyl'}",1
US1602785A,1926-10-12,Assig hoe,['Assig-hoe'],"[('Assig-hoe', 'NN')]","['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,0,0,{'assig'},1
US1602909A,1920-06-18,Anode for mercury vapor rectifiers,"['Anode', 'for', 'mercury-vapor', 'rectifiers']","[('Anode', 'NNP'), ('for', 'IN'), ('mercury-vapor', 'JJ'), ('rectifiers', 'NNS')]","['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,7,0,0,"{'anode', 'rectifiers'}",1
US1602987A,1926-10-12,Method and appabatus fob casting in closed molds,"['Method', 'and', 'appabatus', 'fob', 'casting', 'in', 'closed', 'molds']","[('Method', 'NNP'), ('and', 'CC'), ('appabatus', 'VB'), ('fob', 'JJ'), ('casting', 'NN'), ('in', 'IN'), ('closed', 'JJ'), ('molds', 'NNS')]","['PROPN', 'CCONJ', 'ADJ', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN']",[],1,0,8,0,0,{'appabatus'},1
US1603002A,1924-06-17,N acidoaminoalkyl aminonaphthalene azo dyestuffs,"['N-acidoaminoalkyl-aminonaphthalene', 'azo', 'dyestuffs']","[('N-acidoaminoalkyl-aminonaphthalene', 'NNP'), ('azo', 'NN'), ('dyestuffs', 'NNS')]","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,8,0,0,"{'n', 'acidoaminoalkyl', 'dyestuffs', 'aminonaphthalene', 'azo'}",1
US1603006A,1926-10-12,Piebbe emile mabie genevije,"['Piebbe', 'emile', 'mabie', 'genevije']","[('Piebbe', 'NNP'), ('emile', 'NN'), ('mabie', 'NN'), ('genevije', 'NN')]","['PROPN', 'ADJ', 'NOUN', 'NOUN']",[],1,0,4,0,0,"{'piebbe', 'mabie', 'genevije'}",1
US1603014A,1923-10-01,Furnace for enameling metal ware,"['Furnace', 'for', 'enameling', 'metal', 'ware']","[('Furnace', 'NN'), ('for', 'IN'), ('enameling', 'VBG'), ('metal', 'NN'), ('ware', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,6,0,0,{'enameling'},1
US1603035A,1924-09-16,Connecter hook,"['Connecter', 'hook']","[('Connecter', 'NNP'), ('hook', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'connecter'},1
US1603076A,1922-11-27,Means and method for dynamically balancing incased fan blades,"['Means', 'and', 'method', 'for', 'dynamically', 'balancing', 'incased', 'fan', 'blades']","[('Means', 'NNS'), ('and', 'CC'), ('method', 'NN'), ('for', 'IN'), ('dynamically', 'RB'), ('balancing', 'VBG'), ('incased', 'VBN'), ('fan', 'NN'), ('blades', 'NNS')]","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'SPACE']",[],1,0,10,0,0,"{'incased', 'dynamically'}",1
US1603208A,1922-10-25,Electric flatiron,"['Electric', 'flatiron']","[('Electric', 'NNP'), ('flatiron', 'NN')]","['PROPN', 'PROPN', 'SPACE']",[],1,0,3,0,0,{'flatiron'},1
US1603245A,1926-10-12,Orieice eorming core eor concrete eloors,"['Orieice-eorming', 'core', 'eor', 'concrete', 'eloors']","[('Orieice-eorming', 'JJ'), ('core', 'NN'), ('eor', 'NN'), ('concrete', 'NN'), ('eloors', 'NNS')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'NOUN', 'NOUN']",[],1,0,7,0,0,"{'eorming', 'eloors', 'eor', 'orieice'}",1
US1603246A,1921-11-17,Method and apparatus for attaching separable fastener tapes,"['Method', 'and', 'apparatus', 'for', 'attaching', 'separable', 'fastener', 'tapes']","[('Method', 'NNP'), ('and', 'CC'), ('apparatus', 'NN'), ('for', 'IN'), ('attaching', 'VBG'), ('separable', 'JJ'), ('fastener', 'NN'), ('tapes', 'NNS')]","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'separable'},1
US1603268A,1925-03-23,Automobile snubber,"['Automobile', 'snubber']","[('Automobile', 'IN'), ('snubber', 'NN')]","['PROPN', 'PROPN', 'SPACE']",[],1,0,3,0,0,{'snubber'},1
US1603317A,1924-02-15,Method of vulcanizing caoutchouc and product produced thereby,"['Method', 'of', 'vulcanizing', 'caoutchouc', 'and', 'product', 'produced', 'thereby']","[('Method', 'NNP'), ('of', 'IN'), ('vulcanizing', 'VBG'), ('caoutchouc', 'NN'), ('and', 'CC'), ('product', 'NN'), ('produced', 'VBN'), ('thereby', 'RB')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADV', 'SPACE']",[],1,0,9,0,0,"{'vulcanizing', 'caoutchouc'}",1
US1603361A,1926-10-19,Piston ring gkoove cleaner,"['Piston-ring-gkoove', 'cleaner']","[('Piston-ring-gkoove', 'NNP'), ('cleaner', 'NN')]","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",['ORG'],1,0,6,0,0,{'gkoove'},1
US1603368A,1926-10-19,Process oe enameling,"['Process', 'oe', 'enameling']","[('Process', 'NNP'), ('oe', 'PRP'), ('enameling', 'VBG')]","['PROPN', 'ADV', 'VERB']",[],1,0,3,0,0,{'enameling'},1
US1603435A,1921-10-19,Method of and means for extruding brass and like metal,"['Method', 'of', 'and', 'means', 'for', 'extruding', 'brass', 'and', 'like', 'metal']","[('Method', 'NNP'), ('of', 'IN'), ('and', 'CC'), ('means', 'NNS'), ('for', 'IN'), ('extruding', 'VBG'), ('brass', 'NN'), ('and', 'CC'), ('like', 'IN'), ('metal', 'NN')]","['PROPN', 'ADP', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE']",[],1,0,11,0,0,{'extruding'},1
US1603438A,1924-01-15,Measuring and registering apparatus of viscid fluids,"['Measuring', 'and', 'registering', 'apparatus', 'of', 'viscid', 'fluids']","[('Measuring', 'VBG'), ('and', 'CC'), ('registering', 'VBG'), ('apparatus', 'NN'), ('of', 'IN'), ('viscid', 'NN'), ('fluids', 'NNS')]","['VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'viscid'},1
US1603470A,1920-06-19,Method of making bushings,"['Method', 'of', 'making', 'bushings']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('bushings', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'bushings'},1
US1603480A,1926-04-19,Comber board for jacquard mechanism,"['Comber', 'board', 'for', 'jacquard', 'mechanism']","[('Comber', 'NNP'), ('board', 'NN'), ('for', 'IN'), ('jacquard', 'NN'), ('mechanism', 'NN')]","['PROPN', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'SPACE']",[],1,0,6,0,0,"{'jacquard', 'comber'}",1
US1603488A,1923-05-09,Method of making grooved bushings,"['Method', 'of', 'making', 'grooved', 'bushings']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('grooved', 'JJ'), ('bushings', 'NNS')]","['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'bushings'},1
US1603495A,1925-04-13,Unloader for air compressors,"['Unloader', 'for', 'air', 'compressors']","[('Unloader', 'NN'), ('for', 'IN'), ('air', 'NN'), ('compressors', 'NNS')]","['PROPN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'unloader'},1
US1603502A,1926-05-04,Method of manufacturing improved bituminous product,"['Method', 'of', 'manufacturing', 'improved', 'bituminous', 'product']","[('Method', 'NNP'), ('of', 'IN'), ('manufacturing', 'VBG'), ('improved', 'VBN'), ('bituminous', 'JJ'), ('product', 'NN')]","['PROPN', 'ADP', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'bituminous'},1
US1603539A,1925-10-26,Dado saw,"['Dado', 'saw']","[('Dado', 'NNP'), ('saw', 'VBD')]","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'dado'},1
US1603546A,1924-04-09,Apparatus for making emulsions,"['Apparatus', 'for', 'making', 'emulsions']","[('Apparatus', 'NNP'), ('for', 'IN'), ('making', 'VBG'), ('emulsions', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'emulsions'},1
US1603564A,1925-07-06,Vehicle spring rebound arrester,"['Vehicle', 'spring', 'rebound', 'arrester']","[('Vehicle', 'NNP'), ('spring', 'NN'), ('rebound', 'NN'), ('arrester', 'NN')]","['PROPN', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'arrester'},1
US1603581A,1925-09-29,Fastener for swingingly mounted storm windows or other similar closures,"['Fastener', 'for', 'swingingly-mounted', 'storm', 'windows', 'or', 'other', 'similar', 'closures']","[('Fastener', 'NNP'), ('for', 'IN'), ('swingingly-mounted', 'JJ'), ('storm', 'NN'), ('windows', 'NNS'), ('or', 'CC'), ('other', 'JJ'), ('similar', 'JJ'), ('closures', 'NNS')]","['PROPN', 'ADP', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'SPACE']",[],1,0,12,0,0,{'swingingly'},1
US1603636A,1924-06-25,Weatherproof rail stand for track scales,"['Weatherproof', 'rail', 'stand', 'for', 'track', 'scales']","[('Weatherproof', 'NNP'), ('rail', 'NN'), ('stand', 'NN'), ('for', 'IN'), ('track', 'NN'), ('scales', 'NNS')]","['PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'weatherproof'},1
US1603689A,1924-07-14,Process for the manufacture of alkyl carbonates,"['Process', 'for', 'the', 'manufacture', 'of', 'alkyl', 'carbonates']","[('Process', 'NN'), ('for', 'IN'), ('the', 'DT'), ('manufacture', 'NN'), ('of', 'IN'), ('alkyl', 'NN'), ('carbonates', 'NNS')]","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'SPACE']",[],1,0,8,0,0,"{'carbonates', 'alkyl'}",1
US1603703A,1924-07-14,Method of manufacturing alkyl carbonates,"['Method', 'of', 'manufacturing', 'alkyl', 'carbonates']","[('Method', 'NNP'), ('of', 'IN'), ('manufacturing', 'VBG'), ('alkyl', 'NN'), ('carbonates', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'VERB', 'SPACE']",[],1,0,6,0,0,"{'carbonates', 'alkyl'}",1
US1603783A,1921-08-17,Method of molding and hardening algin containing material and product thereof,"['Method', 'of', 'molding', 'and', 'hardening', 'algin-containing', 'material', 'and', 'product', 'thereof']","[('Method', 'NNP'), ('of', 'IN'), ('molding', 'VBG'), ('and', 'CC'), ('hardening', 'VBG'), ('algin-containing', 'JJ'), ('material', 'NN'), ('and', 'CC'), ('product', 'NN'), ('thereof', 'NN')]","['PROPN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'SPACE']",[],1,0,13,0,0,{'algin'},1
US1603850A,1926-10-19,Indicator i ox gole glues,"['Indicator', 'i', 'ox', 'gole', 'glues']","[('Indicator', 'NN'), ('i', 'NN'), ('ox', 'VBP'), ('gole', 'NN'), ('glues', 'NNS')]","['PROPN', 'PRON', 'NOUN', 'PROPN', 'VERB']",[],1,0,5,0,0,{'gole'},1
US1603864A,1926-03-25,Process of making phonographic records,"['Process', 'of', 'making', 'phonographic', 'records']","[('Process', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('phonographic', 'JJ'), ('records', 'NNS')]","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'phonographic'},1
US1603912A,1926-06-11,Method of and means for casting illustrative ingots,"['Method', 'of', 'and', 'means', 'for', 'casting', 'illustrative', 'ingots']","[('Method', 'NNP'), ('of', 'IN'), ('and', 'CC'), ('means', 'NNS'), ('for', 'IN'), ('casting', 'VBG'), ('illustrative', 'JJ'), ('ingots', 'NNS')]","['PROPN', 'ADP', 'CCONJ', 'VERB', 'ADP', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'illustrative'},1
US1603913A,1926-04-06,Butcher's gambrel,"[""Butcher's"", 'gambrel']","[(""Butcher's"", 'NNP'), ('gambrel', 'NN')]","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,{'gambrel'},1
US1603947A,1926-05-18,Piston rod lubricator,"['Piston-rod', 'lubricator']","[('Piston-rod', 'NNP'), ('lubricator', 'NN')]","['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,5,0,0,{'lubricator'},1
US1603982A,1921-07-12,Method and apparatus for weaving multistrand fabric,"['Method', 'and', 'apparatus', 'for', 'weaving', 'multistrand', 'fabric']","[('Method', 'NNP'), ('and', 'CC'), ('apparatus', 'NN'), ('for', 'IN'), ('weaving', 'VBG'), ('multistrand', 'NN'), ('fabric', 'NN')]","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'multistrand'},1
US1604051A,1925-11-25,"Apparatus for use in displaying advertisements, notices, pictures, or the like","['Apparatus', 'for', 'use', 'in', 'displaying', 'advertisements,', 'notices,', 'pictures,', 'or', 'the', 'like']","[('Apparatus', 'NNP'), ('for', 'IN'), ('use', 'NN'), ('in', 'IN'), ('displaying', 'VBG'), ('advertisements,', 'JJ'), ('notices,', 'JJ'), ('pictures,', 'NN'), ('or', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['PROPN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],1,0,15,0,0,"{'advertisements,', 'pictures,', 'notices,'}",1
US1604082A,1924-11-10,Apparatus for offset photogravure printing,"['Apparatus', 'for', 'offset', 'photogravure', 'printing']","[('Apparatus', 'NNP'), ('for', 'IN'), ('offset', 'JJ'), ('photogravure', 'NN'), ('printing', 'NN')]","['PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'SPACE']",[],1,0,6,0,0,{'photogravure'},1
US1604101A,1924-08-05,Driving unit for phonographs or the like,"['Driving', 'unit', 'for', 'phonographs', 'or', 'the', 'like']","[('Driving', 'VBG'), ('unit', 'NN'), ('for', 'IN'), ('phonographs', 'NN'), ('or', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['VERB', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],1,0,8,0,0,{'phonographs'},1
US1604140A,1924-09-19,Multifrequency oscillator,"['Multifrequency', 'oscillator']","[('Multifrequency', 'NNP'), ('oscillator', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'multifrequency'},1
US1604153A,1925-04-16,Process of recovering iodides from adsorptive charcoal containing iodine,"['Process', 'of', 'recovering', 'iodides', 'from', 'adsorptive', 'charcoal', 'containing', 'iodine']","[('Process', 'NN'), ('of', 'IN'), ('recovering', 'VBG'), ('iodides', 'NNS'), ('from', 'IN'), ('adsorptive', 'JJ'), ('charcoal', 'NN'), ('containing', 'VBG'), ('iodine', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'SPACE']",[],1,0,10,0,0,"{'adsorptive', 'iodides'}",1
US1604216A,1925-04-02,Method of making spinnerets,"['Method', 'of', 'making', 'spinnerets']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('spinnerets', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'spinnerets'},1
US1604223A,1926-06-18,Hand duplicator or stamp,"['Hand', 'duplicator', 'or', 'stamp']","[('Hand', 'NNP'), ('duplicator', 'NN'), ('or', 'CC'), ('stamp', 'NN')]","['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'duplicator'},1
US1604232A,1926-05-26,Draftsman's template,"[""Draftsman's"", 'template']","[(""Draftsman's"", 'NNP'), ('template', 'NN')]","['PROPN', 'PART', 'NOUN', 'SPACE']",[],1,0,4,0,0,"{""draftsman's""}",1
US1604246A,1926-05-15,Pirn bobbin winding machine,"['Pirn-bobbin-winding', 'machine']","[('Pirn-bobbin-winding', 'JJ'), ('machine', 'NN')]","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'pirn'},1
US1604267A,1926-01-06,Automotive beaxe,"['Automotive', 'beaxe']","[('Automotive', 'NNP'), ('beaxe', 'NN')]","['PROPN', 'PROPN', 'SPACE']",[],1,0,3,0,0,{'beaxe'},1
US1604333A,1925-04-18,Wrist exerciser,"['Wrist', 'exerciser']","[('Wrist', 'NNP'), ('exerciser', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'exerciser'},1
US1604344A,1918-05-27,Phonographic apparatus and method therefor,"['Phonographic', 'apparatus', 'and', 'method', 'therefor']","[('Phonographic', 'JJ'), ('apparatus', 'NN'), ('and', 'CC'), ('method', 'NN'), ('therefor', 'NN')]","['ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'phonographic'},1
US1604407A,1925-11-24,Piston rod oiler,"['Piston-rod', 'oiler']","[('Piston-rod', 'NNP'), ('oiler', 'NN')]","['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,5,0,0,{'oiler'},1
US1604409A,1920-07-24,Method of measuring the viscosity of liquid or liquiform materials,"['Method', 'of', 'measuring', 'the', 'viscosity', 'of', 'liquid', 'or', 'liquiform', 'materials']","[('Method', 'NNP'), ('of', 'IN'), ('measuring', 'VBG'), ('the', 'DT'), ('viscosity', 'NN'), ('of', 'IN'), ('liquid', 'NN'), ('or', 'CC'), ('liquiform', 'NN'), ('materials', 'NNS')]","['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",[],1,0,11,0,0,{'liquiform'},1
US1604425A,1926-10-26,Logg and sons,"['Logg', 'and', 'sons']","[('Logg', 'NNP'), ('and', 'CC'), ('sons', 'NNS')]","['PROPN', 'CCONJ', 'NOUN']",[],1,0,3,0,0,{'logg'},1
US1604439A,1925-05-13,Method of making equalizers,"['Method', 'of', 'making', 'equalizers']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('equalizers', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'equalizers'},1
US1604472A,1924-07-22,Method of making acetyl salicylic acid,"['Method', 'of', 'making', 'acetyl', 'salicylic', 'acid']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('acetyl', 'JJ'), ('salicylic', 'JJ'), ('acid', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'SPACE']",[],1,0,7,0,0,"{'salicylic', 'acetyl'}",1
US1604551A,1925-12-31,"Doll cradle crib, and impeller","['Doll', 'cradle', 'crib,', 'and', 'impeller']","[('Doll', 'NNP'), ('cradle', 'NN'), ('crib,', 'NN'), ('and', 'CC'), ('impeller', 'NN')]","['NOUN', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'SPACE']",[],1,0,7,0,0,"{'crib,'}",1
US1604560A,1923-08-29,Method for producing intermittingly colored yarns,"['Method', 'for', 'producing', 'intermittingly', 'colored', 'yarns']","[('Method', 'NNP'), ('for', 'IN'), ('producing', 'VBG'), ('intermittingly', 'RB'), ('colored', 'VBN'), ('yarns', 'NNS')]","['PROPN', 'ADP', 'VERB', 'ADV', 'VERB', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'intermittingly'},1
US1604627A,1924-10-16,Antirattling construction for windows,"['Antirattling', 'construction', 'for', 'windows']","[('Antirattling', 'VBG'), ('construction', 'NN'), ('for', 'IN'), ('windows', 'NNS')]","['VERB', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,5,0,0,{'antirattling'},1
US1604648A,1923-11-28,Underfeed stoker tuyere,"['Underfeed-stoker', 'tuyere']","[('Underfeed-stoker', 'NN'), ('tuyere', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'PROPN', 'SPACE']",[],1,0,5,0,0,"{'underfeed', 'tuyere'}",1
US1604652A,1925-06-17,"Process of and apparatus for treating, dewatering, compressing, and drying industrial wastes, sewage solids, etc.","['Process', 'of', 'and', 'apparatus', 'for', 'treating,', 'dewatering,', 'compressing,', 'and', 'drying', 'industrial', 'wastes,', 'sewage', 'solids,', 'etc.']","[('Process', 'NN'), ('of', 'IN'), ('and', 'CC'), ('apparatus', 'VB'), ('for', 'IN'), ('treating,', 'JJ'), ('dewatering,', 'NN'), ('compressing,', 'NN'), ('and', 'CC'), ('drying', 'VBG'), ('industrial', 'JJ'), ('wastes,', 'NN'), ('sewage', 'NN'), ('solids,', 'NN'), ('etc.', 'NN')]","['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'X', 'X', 'SPACE']",[],1,0,22,0,0,"{'wastes,', 'dewatering,', 'compressing,', 'solids,', 'etc.', 'treating,'}",1
US1604694A,1923-10-27,Means for operating vehicle sunshades,"['Means', 'for', 'operating', 'vehicle', 'sunshades']","[('Means', 'NNS'), ('for', 'IN'), ('operating', 'VBG'), ('vehicle', 'NN'), ('sunshades', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'sunshades'},1
US1604872A,1923-10-10,Multicell battery,"['Multicell', 'battery']","[('Multicell', 'NNP'), ('battery', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'multicell'},1
US1604878A,1926-07-03,Notch finder for power setworks,"['Notch', 'finder', 'for', 'power', 'setworks']","[('Notch', 'NNP'), ('finder', 'NN'), ('for', 'IN'), ('power', 'NN'), ('setworks', 'NNS')]","['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'setworks'},1
US1604944A,1925-12-12,Method of regrinding valves,"['Method', 'of', 'regrinding', 'valves']","[('Method', 'NNP'), ('of', 'IN'), ('regrinding', 'VBG'), ('valves', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'regrinding'},1
US1605004A,1926-02-03,Process for the manufacture of oleum,"['Process', 'for', 'the', 'manufacture', 'of', 'oleum']","[('Process', 'NN'), ('for', 'IN'), ('the', 'DT'), ('manufacture', 'NN'), ('of', 'IN'), ('oleum', 'NN')]","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,7,0,0,{'oleum'},1
US1605038A,1923-12-24,Impulse starter for magnetos,"['Impulse', 'starter', 'for', 'magnetos']","[('Impulse', 'NNP'), ('starter', 'NN'), ('for', 'IN'), ('magnetos', 'NN')]","['PROPN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'magnetos'},1
US1605046A,1923-03-24,Process of manufacturing a nonemulsifiable mineral oil of high dielectric strength,"['Process', 'of', 'manufacturing', 'a', 'nonemulsifiable', 'mineral', 'oil', 'of', 'high-dielectric', 'strength']","[('Process', 'NN'), ('of', 'IN'), ('manufacturing', 'VBG'), ('a', 'DT'), ('nonemulsifiable', 'JJ'), ('mineral', 'JJ'), ('oil', 'NN'), ('of', 'IN'), ('high-dielectric', 'JJ'), ('strength', 'NN')]","['PROPN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],1,0,13,0,0,{'nonemulsifiable'},1
