patent_number,title
US806A,Construction of stoves and fibeplaces 
US807A,Samuel gilson 
US808A,Improvement in self-acting mules for spinning cotton and other fibrous materials 
US809A,Improved mode of changing the poles of electro-magnets 
US810A,Amokyamsden 
US811A,Mortise latch fob 
US812A,oheslby 
US813A,robinson 
US814A,Art of increasing the strength of wrought iron and steel and of 
US815A,Improved cooking-stove for summer 
US816A,Stove 
US817A,Cooking-stove 
US818A,Cheese-press 
US819A,Improved mode of heating the blast in furnaces 
US820A,Dumb stove for pajttors 
US821A,blake 
US822A,Josiah butcher 
US823A,Calico-printing machine 
US824A,Construction of steam-engines 
US825A,Bail way cooking-stove 
US826A,Improvement in the art of increasing the strength ofwrought-iro fl 
US827A,Machine fob stbetchlncr hobse-collabs 
US828A,Constbtjction of elliptic speings fob cabbiages 
US829A,Machine for fob-ming or cutting out the grooves on the insides of the 
US830A,Machine fob cutting wood-screws 
US831A,Churn for churning butter 
US832A,Improvement in m any-cham bered-cyli nder fire-arms 
US833A,Doob-lock 
US834A,fletcher 
US835A,X i i i x 
US836A,Augustus a 
US837A,samuel carson 
US838A,Improvement in flexible horse hay-rakes 
US839A,Improvement in the mode of hanging scythes 
US840A,Machine for shelling and cleaning corn 
US841A,Improvement in the machine for planting corn and other seeds 
US842A,Mode of 
US843A,Daniel bunnel 
US844A,Boiler for 
US845A,Door-spring for closing doors 
US846A,Improvement in revolving fire-arms 
US847A,William smith 
US848A,Plating-mill fob making spoons 
US849A,Improvement in the manufacture of gum-elastic shoes 
US850A,Apparatus for propelling boats by the action of air 
US851A,Machinery for manufacturing double-twist screw-atjgers 
US852A,Cooking-stove 
US853A,Jesse reed 
US854A,Iixvi-lx n 
US855A,Improved process of manufacturing sugar frq 
US856A,Machine fob cutting beet-boots fob the manufacture of sugar 
US857A,of greene 
US858A,Spark-extinguishes 
US859A,Mode of raising water 
US860A,Machine fob jointing staves fob barbels 
US861A,Improved water-wheel 
US862A,Manufacture of leaden or other metallic pipes 
US863A,Manufacture of cards fob carding cotton 
US864A,Mode of converting a reciprocating into a rotary motion 
US865A,Improvement in fire-arms 
US866A,Improvement in the mode of manufacturing leather 
US867A,Improved adhesive compound for binding books 
US868A,Improvement in brewing beer and ale 
US869A,Improved manufacture of plows of malleable cast-iron 
US870A,Phineas bennet 
US871A,Mode of protectinc notes 
US872A,Hand-bellows 
US873A,Peck-hammer for pecking or working mill and other stones 
US874A,Horsepower for driving machinery 
US875A,Portable giber mill and pbess 
US876A,Mode of generating steam 
US877A,Improved mode of preserving timber by boiljng the same in lime-water 
US878A,Process for preparing the lig-nia or fibrous portion of corn-husks 
US879A,James stimpson 
US880A,Machine fob cutting 
US881A,Sawtee 
US882A,Method of attaching awls to their hafts 
US883A,Laura rice adminis 
US884A,Power-loom 
US885A,Machine for crimping leather for boots 
US886A,Mill eor grinding or bruising flaxseed and other substances 
US887A,Stine 
US888A,perkins 
US889A,Mode of constructing metal bench-vises 
US890A,Smut-machine for cleaning grain 
US891A,Machine for molding bricks 
US892A,"Improvement in smut-machines for cleaning rice, wheat, and other kinds of small grain "
US893A,Machine for threshing and cleaning clover-seed 
US894A,Machinery for raising heavy bodies 
US895A,david green 
US896A,Cooking-stove 
US897A,Machine for boeing rock 
US898A,Endless-chain house-power 
US899A,Platform-balance and scale-beam for weighing 
US900A,Machine fob sawing- clapboabds 
US901A,Robert w 
US902A,Vertical tooth-extractok 
US903A,Machine for turning treenails 
US904A,Machine for sawing shxngrles 
US905A,Steam-piston 
US906A,Steam-boiler 
US907A,steiger 
US908A,Spring-draft and bumper for railroad-cars 
US909A,Fibe-pltjg and hydrant 
US910A,Improved apparatus for the 
US911A,Mode of fastening bedsteabs 
US912A,Machine for shelling corn 
US913A,Improved machine for removing snags and sawyers from the beds of rivers 
US914A,Thomas chace 
US915A,stewart 
US916A,Henry g 
US917A,Manner of constructing cooking-stoves 
US918A,Improvement in the mode of regulating windmills 
US919A,thaddeus chapin 
US920A,Rag-duster 
US921A,Fob tongtring 
US922A,Improvement in plows 
US923A,Machine eob extracting stumps and moving heavy bodies 
US924A,"Improved mode of alloying copper, iron, and other metals by cementation "
US925A,Machine for cleaning wool from burs ant 
US926A,Machine for threshing and winnowing grain 
US927A,Machine for tearing and dusting rags and other materials used in the 
US928A,Eccentbic bbake eob abbesting the motion of bailboad-cabs 
US929A,James jamieson cordes 
US930A,Jordan l 
US931A,Machine for cutting the teeth op circular  and other 
US932A,Improved mode of constructing and using fishing-seines 
US933A,Mode of covering the roofs of buildings with tin-plate or other metal 
US934A,Improvement in the mode of preserving timber 
US935A,Machine for preparing stufe for making window-sash 
US936A,Improved mode of setting sugar-kettles 
US937A,Erasttjs m 
US938A,Improvement in paddle-wheels for propelling boats 
US939A,Machine for cleaning and purifying feathers 
US940A,Machine eor hulling rice 
US941A,Machine for sawing shingles and staves 
US942A,Improved gas-meter 
US943A,Machine fob sawing shingles and clapboards 
US944A,Photo-litho 
US945A,Mode of making metal combs 
US946A,Machine fob sawing staves 
US947A,Machine fob dyeing yarn from the beam 
US948A,Office 
US949A,Improvement in roller cotton-gins for ginning long-staple and other kinds of cotton 
US950A,Rolling-mill for rolling circular saws 
US951A,Improvement in the mode of extracting color from dye-woods 
US952A,I antoni bengini 
US953A,Thomas godwin 
US954A,Mode of laying off and dressing the runners of millstones 
US955A,Improvement in cultivators and weeders 
US956A,Balance and pendulum level and plumb 
US957A,John m 
US958A,hunt and j 
US959A,Improvement in hillside-plows 
US960A,Improvement in fire-arms 
US961A,Mode of constbircting elliptical spbings fob 
US962A,"Improvement in machines for picking oakum, curled hair "
US963A,Construction of railroad-cars 
US964A,John david browne 
US965A,Machinex f for washing and dressing feathers 
US966A,Charles r 
US967A,Croze for coopering 
US968A,Jedutha 
US969A,Improvement in the machine for planting all kinds of seeds 
US970A,Improvement in xself-sharpening p plows 
US971A,Mode of pbeventing dust from rising from threshing-machines when in 
US972A,Machine fob shei 
US973A,Aimttlar saw fob 
US974A,Improvement in grist-mills 
US975A,Linton thokn 
US976A,Tkttok-lock 
US977A,Silk-spimsteb 
US978A,Hobse-power 
US979A,Machine for planing boards 
US980A,Improvement in the mode of hardening or chilling the hubs of car and other wheels 
US981A,Mode of constbtjcting stoves 
US982A,Stove fob -warming and cooking 
US983A,Jordan l 
US984A,Self-tightening bush for mill-spindles 
US985A,grieb and henry grieb 
US986A,Close stove for heating apabtments 
US987A,Improvement in the mode of constructing temples for looms 
US988A,Side gutter-head fob jointing 
US989A,Smith cram 
US990A,Mode of constructing bedsteads 
US991A,H-peters 
US992A,Improved cotton-press 
US993A,Machine for excavating and embanking ditchbs 
US994A,Improvement in the making of carbon 
US995A,Lansing b 
US996A,Machine for rubbing and separating garlic and other substances from 
US997A,Nathaniel c 
US998A,navy yard 
US999A,Railroad carriage ashd wheel 
US1000A,Spring foe 
US1001A,Open grate fobj burning coai 
US1002A,Joseph evens 
US1003A,Windlass fob weighing anchors 
US1004A,Abnee e 
US1005A,Ing and heating booms and other apabtments beqtjibing abtrficial 
US1006A,Daniel tisdale 
US1007A,Key fob tuning- pianofortes 
US1008A,Improvement in double-mold-board plows 
US1009A,Apparatus for lifting ships and other vessels from the water 
US1010A,Machine foe 
US1011A,Mud-machine 
US1012A,Improvement in machines for hackling flax and hemp 
US1013A,Improvement in cotton-gins for separating seeds and other foreign matter from cotton 
US1014A,Pianoforte 
US1015A,Machine for shearing woolen cloths 
US1016A,And major algar 
US1017A,Machine foe 
US1018A,Improvement in the process of tanning 
US1019A,Improvement in plows 
US1020A,W brittain  
US1021A,Oegah 
US1022A,Luther jones 
US1023A,beale 
US1024A,Improvement in the manufacture of iron 
US1025A,Universal bevel-gear suited to all possible directions from a straight line to one hundred 
US1026A,Benjamin h 
US1027A,Method of punching ob forming the eyes of axes 
US1028A,John humphries 
US1029A,Machine for dressing millstones 
US1030A,Improvement in sofa-bedsteads 
US1031A,Improvement in corn-plows 
US1032A,Improvement in the mode of smelting iron ores 
US1033A,Improvement in the mode of heating air for the hot-blast in furnaces 
US1034A,Jacob perkins 
US1035A,Improved apparatus for evaporating the extract of bark and other liquids 
US1036A,Lock for trunks 
US1037A,Improved spark-arrester to be used in locomotive and other steam-engines 
US1038A,Extinguishing the sparks prom the funnels oe locomotive and other 
US1039A,Machine for cleaning grain 
US1040A,Island 
US1041A,Island 
US1042A,Apparatus for extinguishing- sparks and arresting cinders in the 
US1043A,Flier and spindle for spinning- and twisting- cotton and other fibrous 
US1044A,Lantern for steamboats 
US1045A,Stephen ustiok 
US1046A,Leonard morse and hervey pettee 
US1047A,Apparatus coi 
US1048A,Platfokjff-balance 
US1049A,Robert mgoarty 
US1050A,Machine for separating tbash ekom cotton in tee seed 
US1051A,Improvement in weavers  harnesses 
US1052A,Drop door or partition for separ-a 
US1053A,Water-wheel 
US1054A,Mode oe managing the blast and dbaet oe eitrnaces 
US1055A,Improvement in water-wheels 
US1056A,Improved evaporator 
US1057A,Improvement in furnaces for manufacturing iron 
US1058A,John johnson 
US1059A,Regulator to be 
US1060A,Mode of constructing ga 
US1061A,Improvement in the mode of evaporating liquids 
US1062A,Thomas early 
US1063A,William p 
US1064A,Barren egleston 
US1065A,Grist-mill 
US1066A,Manufacture of the leaves of the sunflower and rhubarb plants as a substitute for 
US1067A,peters 
US1068A,Fflobe oe manufacturing glass socket-lamps 
US1069A,The graphic co 
US1070A,Improvement in the mode of 
US1071A,Mode of constructing liee-boats 
US1072A,Churn for making butter 
US1073A,John cooper 
US1074A,Sawmill 
US1075A,Hand-loom toe 
US1076A,Mode oe making cast-iron wheels fob kailkoad-caes 
US1077A,Improvement in machines for making oakum 
US1078A,Mode of raising or inclining the various parts of bedsteads 
US1079A,Apparatus for handling hides 
US1080A,Improvement in self-acting temples for looms 
US1081A,Mill fob okrinding paints 
US1082A,Improvement in the process of rectifying the oil of turpentine and other essential oils 
US1083A,peters 
US1084A,Improvement in fire-arms 
US1085A,Improvement in revolving lights for light-houses 
US1086A,Improvement 
US1087A,Improvement in the mode of protecting plastered walls and ceilings from fire 
US1088A,Corn-sheller 
US1089A,Crane-excavator for excavating- and removing earth 
US1090A,Improvement 
US1091A,Improved steam apparatus to be substituted for the pistons and cylinders of steam 
US1092A,Tailos s shears 
US1093A,Apparatus for buying flour and other 
US1094A,Machine for making- felt ist the manufacture of fur hats 
US1095A,Oran w 
US1096A,Improvement in the lightning-rods for protecting buildings 
US1097A,Improvement inmachines for planting corn and other seeds 
US1098A,Ansel teall 
US1099A,Machine foe 
US1100A,Rotary steam-engine 
US1101A,Machine for cutting potatoes and other vegetables 
US1102A,Machine for cutting straw 
US1103A,Machine for 
US1104A,Machine for threshing and cleaning grain 
US1105A,Mode of constructing- the chairs of railroads and attaching the rails 
US1106A,Firearm 
US1107A,ketchum 
US1108A,Locomotive-engine eok 
US1109A,Machine for cutting shingles 
US1110A,grimes 
US1111A,"Improvement in machines for thrashing, shelling, and hulling grain and cutting straw "
US1112A,Machine fob 
US1113A,Tailor s drafting instrument fob 
US1114A,Bells 
US1115A,Charles button and harrison grey dyar 
US1116A,N-pcters 
US1117A,Improvement in garden-cultivators 
US1118A,Mode of preventing accidents from the explosions oe stbaiff-boiless by 
US1119A,Mode oe cutting the bodies of coats ist owe piece 
US1120A,Anson atwood 
US1121A,Improvement in corn-cultivators 
US1122A,Steam-boilers and apparatus to be used on board of steamboats to 
US1123A,Eliza martineau 
US1124A,Improvement in presses for compressing hay and other substances 
US1125A,Grist-mill 
US1126A,Worth 
US1127A,"Improvement in the mode of molding, preparatory to casting "
US1128A,Improvement in inverting side-hill and horizontal plows 
US1129A,hillyer 
US1130A,Mode of preparing the glasses and constructing ti-ie frames of 
US1131A,Jonathan ball 
US1132A,John wetherell 
US1133A,Improvement in plows 
US1134A,Improvement in fire-arms 
US1135A,Horse-power fob driving machinery 
US1136A,Daniel williams 
US1137A,Improvement in methods of manufacturing the leaves of steel carriage-springs 
US1138A,Machine for plaiting or dressing sawed shingles 
US1139A,Mode of making the joints of stone-pumps wateb-tiokht 
US1140A,Attger for boring earth 
US1141A,Improvement in fire-arms 
US1142A,Hardin branch 
US1143A,Machine fob raising canal-boats for repairing 
US1144A,Combustion by 
US1145A,Mode of constructing railroad-cars 
US1146A,Jack-screw 
US1147A,Construction of eakthen ok cement pipes foe 
US1148A,Improvement in furnaces for economizing fuel and consuming smoke 
US1149A,Blacksmith s twyer-ibon 
US1150A,John w illl 
US1151A,Machine foe drilling book 
US1152A,Improvement in the construction of presses 
US1153A,Teeth of threshina-machines 
US1154A,Spiral-bucket watek-wheel 
US1155A,Balance-lock pob canals 
US1156A,Improvement in ships  jsalleys for the distillation of salt-water 
US1157A,Cooking-stove 
US1158A,Improvement in cotton-gins for cleaning cotton 
